gene,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4
RFK,11.2727,14.0618,10.1253,11.2652,4.00822,6.187,11.0185,6.60877,1.3248,0,3.05715,1.67677
RFWD2,0,0,0,0,0,0,23.8698,0,0,0,0,0
RFWD3,5.53366,7.63009,4.24971,0,1.19689,0,9.96916,0,2.18948,4.26109,0,0
RFX3,0,5.96975,0,0,0,0,0,0,0,0,0,0
RGL1,0,0,0,0,0,0,0,0,0,0,6.36829,0
RGL3,14.1978,9.17413,28.6197,26.1156,3.37863,0,9.80841,0,0,11.5558,21.9536,0
RGS1,27.2468,16.3991,35.0136,6.45003,0.689388,90.0295,39.1332,13.5192,26.6699,46.2847,51.0552,155.731
RGS10,95.1567,74.1355,63.5026,121.422,32.1353,119.371,61.37,31.3406,17.6241,24.1404,35.5128,32.2034
RGS14,0,0,0,0,0,0,0,0,0,0,1.32421,0
RGS16,0,0,0,0,0,0,16.9178,0,0,0,7.15175,0
RGS2,14.8699,26.3833,6.66378,3.08875,107.33,22.3897,25.8707,2.56985,0,34.8732,10.6249,39.2872
RGS20,0.388701,1.19622,0.627351,1.60744,0,0.0898926,0.0452299,0.0691436,0,0.343251,0.0215822,0
RGS22,0,3.819,0,0,0,0,0,0,0,0,0,0
RGS5,29.8009,1.54448,3.35963,0.571878,29.1952,3.61447,10.1809,2.09922,2.05394,1.56904,3.01033,2.94798
RGS6,0,0,0,0,0,0,0,0,0,0,0.759794,0
RGS7,0.0130332,0.642032,0.970512,0,0,2.00373,0,0.0868061,0,0.6227,0,2.51515
RGS7BP,0,0,0,0,2.12811,0.129534,0.841771,0.049222,0.0308301,0.0424877,0.0324737,0.101074
RGS9,1.43704,0.64603,0.410681,0.0949618,16.5454,0.768887,0.583271,2.64024,0.0496255,0.0722426,0.116254,0.0203054
RHAG,0,0.0193251,0.0199982,0,0.556043,0,0,0,0,0.256915,0.0392392,0
RHBDD2,41.0343,59.9299,59.8806,79.8237,14.8785,64.9688,34.6266,92.5464,13.028,13.0256,22.5634,6.48321
RHBDF2,0,0,0,0,0,26.2562,0,0,0,0,0,0
RHBDL2,0,0,0,0,0,0,2.22539,0,0,0,0,0
RHOA,0,0,0,0,0,0,382.488,0,0,0,0,0
RHOB,77.8072,100.312,48.3066,21.0946,325.969,67.9433,46.5149,44.2733,6.52654,96.0965,17.8747,75.0281
RHOBTB1,0,0,5.66613,0,0,0,0,0,0,0,3.18958,0
RHOC,0,0,0,0,0,0,0,0,0,0,0,48.1063
RHOJ,0,0,1.66926,0,11.8838,0,0,0,0,0,0,0
RHOT1,0,0,0,0,0,0,10.5599,0,0,0,0,0
RHOV,1.44219,2.33294,2.78449,2.29092,0,4.06194,1.81419,7.14905,0.485664,0,0.75813,0.53316
RHPN1,3.50457,6.99887,0,8.91302,1.41636,25.7978,2.58262,35.5932,71.9773,20.2541,16.2771,0
RHPN2,14.2893,21.104,12.2119,17.1923,0.174924,4.67418,2.22047,5.59081,9.08114,12.6323,8.42715,0
RIBC2,18.0359,26.508,18.5147,10.6699,0.0314374,0.947967,1.24696,4.55388,2.43032,0.259223,5.49592,0.133886
RIMBP2,15.1728,0,14.4138,0,1.39491,1.51424,0.163706,1.74414,0.0510317,0.353183,0.640816,0
RIN1,6.42798,7.83965,5.82534,12.0987,1.54532,0,2.77289,0,2.56778,2.58159,1.03805,1.52988
RIN2,13.5416,23.5381,0,15.2121,7.95724,22.1965,30.8141,16.0923,0,8.5329,0,0
RIN3,6.86513,8.76129,5.67985,5.46122,5.97186,0,8.95073,0,0.606597,0,3.65151,6.53893
RIOK2,5.77195,4.91619,1.89807,3.40112,3.17042,3.4781,6.77573,3.30481,1.21156,1.53481,1.92076,1.39031
RIPK2,10.4229,0,0,0,0,0,0,0,0,0,0,0
RIPK4,13.8961,25.3668,13.2685,24.1068,0.0668257,8.11925,2.03235,19.0282,5.68457,8.0993,8.02261,0.615812
RIT1,0,0,0,0,0,0,0,0,0,0,0,1.95617
RLIM,5.21039,7.59382,0,4.03524,1.67407,3.67619,4.39692,2.94584,0,0,2.61425,0
RMI1,0,4.49078,1.93188,0,1.04736,2.43604,3.71152,5.00596,1.60639,1.3962,2.42856,0
RMI2,4.01333,8.94729,4.17613,8.1726,1.2251,8.20784,0,24.031,0,4.7017,7.61411,1.32174
RMND1,9.31425,11.7956,5.62508,9.49722,5.08558,6.09058,7.88447,2.10464,0,0,0,0
RNASE2,2.64496,1.38491,0.323788,0.358423,0,5.0535,3.92195,0.670021,0.584717,1.25121,1.07379,0
RNASE3,0,0,0.0937394,0,0.788342,0.196335,0.22671,0.304527,0,0,0,0
RNASE6,16.1944,10.0962,12.1329,4.04725,2.76254,31.7399,37.5001,4.16676,3.41017,6.10191,3.07843,9.34911
RNASE7,0,0,0,3.4064,0,0,0,0,0,0,0,0
RNASEL,0,0,0,0,0,0,0,0,0,0,0,1.05083
RNASET2,97.8173,143.01,262.511,211.311,21.6913,146.868,39.047,43.3645,0,0,28.2742,0
RND3,13.1158,20.6349,14.5557,14.0017,3.30177,30.168,13.0912,8.55487,11.1348,30.0268,11.9819,0
RNF10,48.5952,30.1459,16.226,23.9455,27.1318,45.1753,29.9383,21.9278,12.7901,13.5074,25.7686,11.758
RNF11,0,0,0,0,0,0,0,0,0,5.0131,0,0
RNF111,0,0,0,0,0,0,0,3.79507,0,0,0,0
RNF112,0.666233,0.0215138,0.0489775,0.149201,3.97838,0.474912,0.695833,0.294216,0.160797,0.0604764,0.459379,0.28175
RNF121,8.72024,11.8258,5.91534,6.68887,9.47979,9.73501,8.56684,11.0207,6.20083,5.61449,3.35735,2.48166
RNF128,0.0601746,0.100217,0.0238983,0,0,0.055652,3.23354,0.0931651,0,0,0.186205,0.119841
RNF13,0,0,0,0,0,0,0,0,0,0,0,7.99488
RNF138,0,0,0,0,0,0,0,0,1.92897,0,0,0
RNF14,7.60273,9.16954,4.96839,6.68326,6.56138,7.0048,9.78263,3.36466,0,2.15467,3.70859,1.55228
RNF144B,9.11077,12.5283,11.9131,8.51938,0.49391,6.95732,11.1903,13.1752,0,0,0,0
RNF145,0,0,0,0,0,14.6306,45.262,0,10.5687,0,0,0
RNF146,19.3128,16.2872,0,18.0542,20.6149,0,12.6931,6.84232,5.32666,4.96728,8.15629,3.32468
RNF175,0,0,0,0,0,0,0,0.92012,0,0,0,0
RNF180,0,0,0,0,3.10668,0,0,0,0,0,0,0
RNF183,0,0,0,0,0.330966,3.50306,0.0739588,11.3754,0.710523,1.10741,0,0.665355
RNF187,34.2366,46.0803,36.6603,46.9062,19.2035,95.2688,34.6408,15.3242,3.59622,20.3738,17.9451,3.34938
RNF2,0,0,0,0,0,0,0,0,0,0,0,2.32223
RNF20,0,0,0,0,0,0,0,0,0,0,0,5.98593
RNF212,0.386149,0.630521,5.78738,0.10357,0,2.29755,0.521801,0.29729,0.108691,0.226708,0.176419,0.304421
RNF26,14.7917,19.6853,9.67096,14.2653,10.5499,15.4942,12.5919,10.8643,4.64408,8.37202,6.25507,3.93234
RNF5,26.4165,25.0379,20.2351,28.5906,46.2984,25.355,24.1476,29.877,11.8993,6.46507,10.4201,10.7481
RNF5P1,10.1785,12.0794,7.64743,10.4308,17.5728,16.8621,10.4914,13.2359,3.75501,2.41819,5.50932,0
RNF6,10.8136,18.2081,7.26487,9.33159,3.0122,5.20885,13.4657,3.67094,1.72106,0,4.76776,1.19864
RNF8,0,0,0,0,0,0,0,8.34884,0,0,0,0
RNH1,66.3681,64.7829,45.1588,66.5184,90.6991,83.355,65.0995,31.7864,15.177,18.2321,17.0983,26.7562
RNPEP,0,0,0,41.4026,0,0,34.0772,0,0,0,0,0
RNPEPL1,17.94,32.1523,14.1001,31.1259,15.2536,42.3506,25.829,34.6322,8.83223,5.24913,11.0876,13.0107
ROBO1,0,0,0,0,0,0,0,2.01679,0,0,0,0
ROBO3,0,0,0,0,0,0,2.1225,0,0,0,0,0
ROBO4,0,0,0,0,6.5899,0,0,0,0,0,0,0
ROPN1L,31.8446,0,56.2755,30.7053,0,0.485981,0.144064,1.509,0,0.374452,0,0.168166
RORC,8.15963,8.63531,6.56594,7.56117,0.856754,4.2465,2.96699,8.2206,1.22847,1.45727,2.62712,0.195527
ROS1,0,0.00328201,0,0.0131377,0,0.0938036,6.30206,0.0115863,0,0,0.655051,1.77246
RP1,0.217168,0,1.29356,1.30923,0,0.217311,0.0177451,0.824706,0,0,1.2385,0
RP1-177G6.2,0.120743,0,0,0,0.983864,0,0,0,0.188105,1.03884,0,1.1139
RP2,3.64846,7.0042,0,3.65047,1.41404,4.14948,5.48098,1.36446,1.38241,0,1.79593,0
RPA1,18.1709,0,9.65081,14.7534,13.6744,10.013,23.1819,7.91623,4.25206,8.14568,12.4748,0
RPGR,11.3458,16.0521,0,13.9641,2.87426,2.91181,2.3747,5.15328,4.94271,6.72064,0,5.62951
RPGRIP1L,0,0,0,0,0,0,0,0,0,0,0.917369,0
RPH3AL,6.07729,8.64527,0,10.0905,1.15209,3.04123,0,0,0.286912,0.477388,0.421899,0.69923
RPL10A,1393.93,907.784,485.313,1338.13,651.466,398.77,339.245,215.085,47.5548,154.018,91.647,37.967
RPL11,2881.58,1488.74,1242.7,1961.89,1601.5,1094.78,1137.71,385.32,411.736,530.976,782.42,258.326
RPL14,173.238,144.003,119.253,138.886,123.614,97.9805,50.0828,118.608,46.066,50.3519,0,45.6411
RPL19,0,1095.23,857.07,1148.69,0,578.185,635.399,243.589,474.744,401.601,433.9,310.005
RPL22,121.973,99.637,57.1522,101.226,83.2371,49.4461,37.9104,23.8698,17.0183,19.0396,36.5734,11.4382
RPL23,0,0,0,0,0,0,0,0,0,0,0,0.847314
RPL23P8,132.658,50.8495,68.0371,83.5506,48.6145,23.3402,137.773,5.86776,9.6861,9.03556,24.9179,13.0569
RPL24,864.342,491.775,546.537,934.496,1021.62,339.582,366.1,200.329,215.603,216.382,219.145,155.185
RPL26,1287.66,770.973,713.7,608.466,417.996,385.848,592.561,91.1449,83.7002,192.793,330.085,61.3202
RPL26L1,50.7942,19.537,11.6203,0,5.8634,12.0708,17.9913,14.9608,0.578191,0,4.08619,0
RPL27,999.359,731.508,689.368,431.631,609.041,426.347,553.109,81.4997,125.913,342.753,318.864,82.8177
RPL29,425.323,270.435,205.071,217.558,195.739,206.417,62.4944,103.207,85.2174,150.607,200.128,35.9068
RPL3,796.987,681.633,468.382,454.086,258.688,383.011,232.159,76.2127,115.508,144.246,158.2,53.657
RPL32;SNORA7A,244.54,684.363,1311.06,162.566,108.088,66.3873,104.92,37.8618,40.1178,71.4085,66.7658,30.4685
RPL34,1656.26,2023.59,1971.03,1507.77,2090.21,902.811,335.536,559.177,340.656,310.59,343.79,249.85
RPL36,2293.8,7457.68,4972.94,3724.2,3005.33,4603.85,2398.34,2337.84,793.541,1595.5,1794.26,817.042
RPL36AL,1313.97,1354.17,753.3,1363.73,1148.44,1217.36,1273.42,811.831,247.501,375.185,518.34,296.64
RPL38,0,956.956,690.411,3885.26,1387.34,1078.29,638.179,432.528,211.763,716.779,705.397,255.345
RPL4,418.082,337.563,176.273,265.391,152.808,252.863,1087.62,75.7415,69.5315,104.913,110.998,0
RPL6,533.671,568.72,159.704,609.123,69.2577,55.3121,66.8391,16.7237,43.9132,0,127.488,13.1005
RPL7,0,0,0,0,0,0,0,0,0,0,12.823,0
RPL7A,326.96,251.486,221.573,111.858,65.8676,41.9467,78.9101,8.15405,33.1483,95.5473,46.0153,14.6618
RPLP0,310.496,286.512,0,405.056,69.0439,95.3994,226.727,39.257,43.0057,0,47.7288,25.8803
RPLP1,10415.4,6243.62,6391.81,5035.65,2612.34,1921.87,5179.79,1665.93,1291.75,3634.32,823.524,687.293
RPP25L,23.558,20.8336,15.9151,27.8835,33.3007,22.6461,12.1527,11.9226,3.17856,9.64068,7.86661,3.407
RPP30,0,0,0,0,0,0,0,0,0,0,7.63715,0
RPS12,4426.65,3263.19,2116.68,2419.92,1396.02,1324.45,1815.59,320.598,162.339,717.592,376.471,239.081
RPS13,5627.79,3082.34,2088.47,5793.86,4102.83,1803.36,1604.27,915.433,615.724,733.913,552.055,314.816
RPS14,3306.52,2416.03,1217.46,3298.02,3059.92,1140.89,1149.53,778.693,554.192,950.938,724.447,195.64
RPS15,3603.57,1813.59,2196.97,5260.38,4335.53,1609.13,332.51,1302.2,334.062,788.089,337.592,253.834
RPS15A,2532.87,1871.27,1421.96,600.622,286.778,259.743,1632.23,66.7835,191.893,445.242,241.561,125.304
RPS16,0,0,0,0,0,0,2041.82,0,0,0,0,0
RPS18,542.145,314.407,291.87,219.15,136.192,80.6094,180.835,23.7573,114.167,91.5124,89.9447,40.7932
RPS19,1908.21,1092.91,711.095,1966.49,750.317,534.308,682.283,172.363,464.48,518.726,447.612,363.831
RPS2,282.285,162.45,156.46,571.313,33.4192,209.013,175.853,13.0434,113.799,54.1051,26.0174,16.062
RPS23,181.264,86.5609,0,81.7026,87.554,38.1043,76.6048,22.1032,27.9996,14.9636,26.4045,18.022
RPS24,0,0,0,0,0,0,0,0,0,0,2346.04,0
RPS27L,85.3259,106.754,66.7883,75.289,91.8436,58.3058,0,25.8041,21.0311,18.5537,19.5617,52.4452
RPS29,282.819,912.189,652.402,747.342,433.043,602.027,1036.59,96.5733,0,0,0,41.2837
RPS4X,3536.91,1581.4,1409.14,2476.42,1378.8,1001.87,1150.93,779.172,405.716,524.73,534.177,328.054
RPS5,1343.16,748.471,398.577,952.424,558.655,531.01,307.862,166.988,118.627,187.234,315.765,56.5968
RPS6KA1,0,22.8241,9.20662,14.8893,1.00894,11.8029,20.2981,5.1759,6.71209,4.29603,4.96515,13.447
RPS6KA4,0,0,0,0,0,0,0,11.8432,0,0,0,0
RPS6KA6,0,1.47005,1.1638,0.905938,0.629451,0.205785,0.174981,0.624442,0.158,1.91524,0.933079,0
RPS6KL1,0,0,0,0,0,0,2.41817,0,0,0,0,0
RPS7,85.4395,51.6571,66.0473,33.701,25.7193,20.1737,46.6663,8.05321,27.5584,21.9004,16.1522,14.1176
RPS8,1304.6,1125,1075.52,1095.11,1037.44,906.031,378.297,354.253,571.701,635.191,493.081,289.661
RPS9,1723.44,812.906,528.188,1032.23,630.041,516.964,389.88,210.697,135.62,235.637,0,91.8347
RPSA,125.803,115.216,33.6613,17.8541,8.34284,7.83204,67.37,2.66258,45.2668,27.9771,33.2524,18.0424
RPSAP58,180.235,227.582,96.4401,0,159.493,219.223,147.674,105.877,43.7312,81.6108,0,35.0287
RPUSD4,0,0,0,0,0,0,0,0,3.38885,0,0,0
RRAD,23.194,64.6472,94.4203,53.9375,19.2633,3.9926,1.29363,3.87397,6.47122,0,1.15977,5.18652
RRAGA,52.4653,63.8884,43.2102,48.8534,56.1085,34.4345,57.7995,16.6365,5.26447,14.1443,17.9529,9.37619
RRAGD,1.69903,2.55904,1.47583,1.63253,1.16023,6.73024,5.90865,0.847482,0.222893,0.435904,0,1.75929
RRAS,70.117,38.3589,19.2632,51.0089,268.334,68.604,31.1873,40.3306,72.941,0,0,33.554
RRAS2,4.68989,8.00287,4.17097,3.49975,2.10506,7.26733,9.85111,3.50521,2.35303,2.44281,0,0
RREB1,0,0,0,0,1.9768,0,0,3.72825,0,0,0,0
RRM1,11.0877,16.6649,6.40583,12.1846,6.95323,11.5038,20.6881,12.0424,0,0,5.67318,0
RRM2,2.59148,5.32451,0.457013,3.87838,0.0197333,3.59082,15.3725,6.10164,1.39035,4.03439,2.64454,0.772962
RRM2B,7.52064,17.2867,0,6.83748,2.27783,5.42135,7.43152,1.92092,0,2.6246,1.76463,1.6716
RRN3,0,0,0,0,0,0,0,0,5.28663,0,0,0
RRN3P2,0.23597,1.03374,1.02193,0.0901449,0,0.126103,0.201132,0.177369,0.0700768,0.118669,0.0958373,0.352354
RSG1,0,0,1.77102,2.23787,3.5073,1.13759,0.315307,1.45696,0.298321,0.561366,0.413455,0.19322
RSL1D1,38.1027,57.9645,50.3204,76.91,68.5552,30.0987,25.2508,16.8653,37.0875,10.5727,27.0512,10.279
RSL24D1,38.6271,45.4709,26.4657,28.4405,37.1071,36.4802,28.5963,23.8138,17.5681,10.1057,11.6331,7.15312
RSPH1,85.548,0,151.032,87.4444,0.320306,4.10921,0.433881,7.5602,0,0.500452,0,1.54123
RSPH4A,0,0,0,0,0,0,0,0,1.99037,0,0,0
RSPH9,26.9244,58.0817,24.847,4.15697,0.825455,2.13672,0.172255,0,3.71567,0.288187,0.0665943,0.376557
RSPO3,0,0.049343,0.0464102,0.0253646,87.0588,0.0816825,0,0.466028,0.12031,4.35141,1.70154,0
RSPRY1,0,0,6.62547,0,0,0,0,0,4.25493,0,0,0
RSU1,16.1439,12.9284,6.47437,7.32197,16.3444,13.1453,19.9833,7.04643,2.35384,4.21315,7.20983,3.24854
RTKN,21.339,27.9088,15.0182,31.6207,5.66737,0,10.3299,19.98,17.0763,0,11.3196,0
RTN2,7.70258,6.99417,2.05587,5.4035,2.653,7.43292,5.78879,7.18353,1.81408,1.95475,1.06885,0
RUNDC1,0,0,0,0,0,0,0,0,0,0,0,2.85042
RUNDC3A,0.293574,0.531604,0.273662,0.513213,0,1.02421,0.191715,2.29893,1.26353,0.213675,0.436569,0.0438755
RUNX1,8.70708,17.3176,6.47718,9.30209,0.183359,0,13.4964,5.72631,4.51964,8.72456,14.6687,0
RUNX1T1,0.845812,0.312187,0.437091,0.0146094,12.9583,0.942504,0.624457,0.112771,0.0648055,1.1827,0.622091,0.573149
RUNX3,10.0291,25.1749,23.3261,22.3137,0.664962,11.623,9.26292,0.842207,0,2.39062,0,2.74683
RUVBL1,34.0223,57.8558,37.0343,36.1887,9.58045,15.9927,22.1209,21.8295,5.64327,16.2253,18.404,2.27752
RWDD1,42.1091,34.0029,44.8148,30.9244,60.2106,28.3198,56.4124,13.3817,0,13.366,16.9835,0
RWDD2B,6.96572,11.5483,6.61535,8.78541,9.57426,5.76183,8.15917,6.86165,0.244279,2.69477,0,1.87051
RWDD3;TMEM56;TMEM56-RWDD3,0,0,0,0,0,0,0,0,8.07141,5.10508,0,0
RWDD4,0,2.88192,1.77286,1.90712,1.07256,1.79689,0,1.17163,0.705016,0.714809,0,0.607518
RXRA,7.78351,8.3528,0,6.5152,17.2978,14.6022,5.34441,4.94105,2.5118,2.96603,0,4.3863
S100A10,295.571,716.442,417.033,1409.75,211.744,406.056,417.967,272.384,62.6095,108.503,71.9806,382.486
S100A11,2239.49,2562.01,1488.98,4068.38,263.264,1531.95,1579.83,1132.3,612.442,577.444,616.445,895.721
S100A14,23.5592,37.8683,14.231,136.35,0.365658,81.6161,63.9852,73.1906,39.6948,32.4763,3.05819,1.08836
S100A16,0,0,0,0,59.0278,0,0,0,31.4956,0,0,38.4603
S100A4,0,257.546,107.939,0,0,0,0,0,0,0,0,0
S100A5,0.40314,2.81459,0.294454,4.04527,0,0.838549,1.2256,0,0.48222,2.6647,0.0889617,0.29327
S100A7,4.52033,0,0,0,0,0.906245,4.45442,7.80788,0,7.94628,0,0
S100A9,84.0649,18.4333,17.8298,37.294,7.23592,166.19,297.088,87.6155,1.31296,128.577,14.8699,9.04543
S100B,9.71998,1.15855,1.36377,18.388,5.59847,1.87715,2.19296,0.742779,0.0825489,0.165012,0.577165,0.122732
S1PR2,2.45508,2.99749,2.15193,3.38499,1.62983,6.70772,5.18686,0,0.591219,1.5644,1.75114,1.04587
SAA1,147.292,90.0243,153.467,222.003,4.45625,23.157,452.089,4.58217,15.5724,6.28906,25.421,50.1537
SAA2;SAA2-SAA4;SAA4,10.1791,16.5573,14.2214,34.6807,2.28098,3.29872,49.5454,1.56777,1.82238,0,4.55229,1.29453
SACM1L,0,0,0,0,0,0,0,0,0,0,8.99647,0
SACS,1.20026,0.62045,0.514073,0.277068,0.637946,0.411672,2.70337,0.221069,0.24812,0,0.63061,0
SALL1,0.893353,0.159291,1.07788,0.021684,2.31872,0.232506,0.375921,0.218703,0.014614,0.0514836,0.0611509,0.116438
SALL2,4.4986,3.69932,2.46237,2.91271,5.12314,3.20791,0.919451,4.43287,0.27784,0.816365,1.6565,0.36574
SALL4,0,0,5.70133,0,0,1.73618,0,0,0,0,0,0
SAMD10,0,0,0,0,0,0,0,0,0,0,12.1481,0
SAMD13,1.07105,2.35829,0.72605,1.45672,1.6312,0,0.170466,0.956532,0.329756,0.213477,0.255642,0.0973368
SAMD3,0,0.343715,0.354684,0.0400304,0.38885,1.62565,5.28648,0.26671,0.755662,0.239001,1.23802,1.74961
SAMD4A,0,0,0,0,0,0,0,0,0,0.958776,0,0
SAMM50,36.4857,43.1603,14.7861,29.5154,11.9809,30.1689,22.5727,0,2.54023,5.64523,7.81001,3.48701
SAP18,34.8591,38.2978,25.2334,27.9358,35.297,24.8763,22.8043,13.242,7.55248,8.25686,21.5597,7.3232
SAP30L,5.10283,5.37883,2.73282,3.57189,4.49565,4.01044,3.56582,3.23804,3.1766,1.14225,1.42815,0
SAPCD2,1.26451,2.18799,0.227382,2.22373,0.0664324,6.98923,5.84175,19.8624,1.08652,0,5.22802,0.850946
SAR1B,4.11723,4.88027,2.77887,2.74389,2.55793,3.00752,8.6797,2.48466,0,1.8295,1.73936,1.05956
SARS,90.1591,84.1846,48.4137,73.4987,61.6616,126.771,52.6983,48.9265,22.8523,28.9249,21.1429,13.4201
SASH3,0,0,0,0,0,0,0,0,0,0,2.47022,0
SAV1,11.348,16.8663,9.73998,13.5969,11.2704,10.6878,9.88219,6.49146,5.1777,5.01061,8.00661,0
SAYSD1,0,0,0,0,0,0,0,0,0,2.45353,0,0
SBNO2,28.8596,33.0003,15.1168,39.6285,4.13598,21.026,11.4163,19.9241,9.11803,11.5417,5.8967,5.34957
SBSN,0.850155,0.155256,0.804724,1.91199,0,0.596463,2.98657,0.24764,0,1.70992,0.263025,2.73337
SC5DL,2.8557,3.6766,1.97138,2.71599,1.17954,3.92565,2.55552,0.957768,0,2.35623,0,0
SCAF8,0,0,0,0,0,0,0,0,0,5.16448,0,0
SCAMP1,8.90902,13.3945,6.33361,10.6714,3.06259,5.88905,11.8749,3.99204,1.802,0.715028,4.24755,1.75693
SCAND3,0,1.70484,0.734298,1.43521,0.142567,0.682898,0.469022,0.47639,0.343176,0.229309,0.20781,0.0214931
SCARA5,0,0,0,0,13.7724,0,0,0,0,0,0,0.415966
SCARB1,0,0,0,0,0,0,13.5584,0,0,0,0,0
SCARB2,0,0,0,0,0,0,0,0,0,0,0,5.81506
SCCPDH,16.0302,31.9747,20.2368,21.9753,12.0109,18.7759,18.5909,14.6435,5.40737,4.16141,4.00915,0
SCD,4.39088,10.6677,3.74846,7.61294,0.739044,29.974,48.7833,0,0.498812,0,9.5839,22.5199
SCD5,15.4012,28.6289,22.7793,17.0295,5.86373,14.2155,10.8365,14.0888,2.28009,8.74755,14.6729,0
SCEL,0,45.3981,0,26.5085,0.0938698,8.14261,0,1.97781,0.266217,0,0,0.0380304
SCFD1,14.6655,18.9946,9.41817,0,10.3305,16.6817,25.3633,7.23892,4.46129,0,0,10.0146
SCG5,3.90402,8.85924,9.49117,1.67869,0,12.3779,0,25.0172,1.58499,0.959898,6.31922,2.9668
SCGB1D1,2.09799,1.09642,1.1924,0,0,6.29525,0,28.2298,5.33987,2.68836,0.854819,0
SCGB1D2,627.824,793.599,744.483,3586.11,10.4321,27.2011,0,77.6602,131.349,46.1189,15.728,1.25889
SCGB1D4,36.4762,27.6693,41.3253,1.49324,0,0,0,0,2.65462,0,0,0
SCGB2A1,364.417,556.755,1390.21,816.729,1.85151,194.119,0,74.2754,646.846,89.2833,38.1912,3.21325
SCGB2A2,9.92525,38.3734,40.6836,292.06,0,0,0,0.465822,12.758,0.621511,0,0.611054
SCGB3A1,91.0943,70.009,11.7457,233.844,1.49448,0.934955,0,6.54813,0.912887,0,12.2758,0.563807
SCN2B,0.949633,0.464939,0.640428,0,1.94143,2.6726,0.412914,3.40593,0.00882912,0.245785,0.557263,0.713474
SCN5A,0,0,0,0,0,0,0,1.71056,0,0,0,0
SCN7A,0,0,0,0,1.80884,0,0,0,0,0,0,0
SCNN1G,4.74975,2.28223,0,5.05317,0.0150746,0.461758,0.150631,0.778733,0.0851981,0.270346,0.0683229,0.0302362
SCO1,0,0,7.83008,10.9523,2.99078,5.9641,15.5343,5.42488,2.8733,3.96324,5.64527,0
SCOC,23.2001,38.2479,16.9489,20.2771,14.2064,24.3016,32.0034,16.4375,7.12477,5.19005,7.46686,0
SCP2,91.1258,98.9776,55.3237,81.4455,45.4648,56.8815,67.1888,51.0034,25.7719,27.3414,28.8319,21.2132
SCPEP1,10.6935,9.43752,15.3951,2.73418,23.5684,18.0454,60.7157,10.5118,3.77163,16.6967,0,32.8833
SCRG1,146.362,0,0.0541316,0,32.4503,1.21127,0.899419,0,0,0.557984,0.898257,0.218512
SCRN1,0,44.2012,16.7359,33.7821,10.7823,22.1876,13.4031,13.8699,2.25236,2.89884,7.08841,1.64375
SCYL2,0,0,0,0,0,5.53364,0,0,0,0,0,0
SDC1,0,0,0,0,0,0,56.5526,0,0,0,0,0
SDC2,20.3543,19.07,16.8166,14.6413,41.047,18.6561,14.2444,8.40704,0.409434,1.44985,0,9.63236
SDC3,0,0,0,0,0,21.8781,19.8383,0,0,0,4.56963,0
SDC4,31.849,95.569,38.4714,65.9995,14.7811,121.369,192.77,66.5482,19.7739,0,0,0
SDE2,0,0,0,0,0,3.66114,0,0,0,0,0,0
SDF2,23.9823,26.2202,19.3849,19.9519,22.7879,16.1852,28.9704,11.0213,3.42193,7.35909,7.37434,4.17802
SDF4,0,0,0,0,0,0,0,0,0,21.3322,0,0
SDHAF2,0,0,0,0,0,0,0,0,6.14087,0,0,0
SDHB,54.1135,57.5691,26.9845,44.4431,42.1617,36.1837,62.3727,17.9501,0,21.6097,24.4463,9.92498
SDK1,0,0,2.53295,0,0,0,0,0,0,0,0,0
SDK2,4.44204,0.437717,1.39089,0.875764,0.557709,0,0.636937,0.536158,0.0335979,0.0743214,0.158538,0.295177
SDPR,8.98481,1.53197,3.07324,0.216418,19.3301,2.83242,2.32277,0.214705,0.20856,0.905503,0.964282,1.20551
SDR16C5,1.3415,3.58186,2.82963,3.56997,0.0918848,0.422023,0,0.350384,0.0316002,0.154603,0.0208264,0
SDR42E1,2.35754,2.77158,0,2.41246,1.36143,2.62316,1.85312,1.04818,0.314866,0.579641,0.405585,0.043168
SDS,0,0,0,0,0,0,6.40701,0,0,0,2.52024,0
SDSL,0,0,0,0,0,10.4542,0,0,0,0,0,0
SEC11A,134.777,100.951,78.087,107.748,66.878,107.254,88.879,85.3727,0,57.6846,35.9351,19.8167
SEC11C,111.093,81.8499,75.9276,0,21.9992,81.1045,181.279,0,11.759,14.2859,0,8.77361
SEC22B,0,0,0,0,0,0,0,16.0283,0,0,0,0
SEC23A,17.7015,0,0,0,15.8862,14.1438,0,4.51949,4.16943,6.81987,8.316,3.43935
SEC23B,18.6645,24.5969,10.9169,19.4569,3.384,13.7939,29.7356,10.7164,0,0,12.1429,5.73951
SEC24A,3.70439,4.26434,2.77175,3.36334,1.03983,3.4493,8.10593,3.37352,6.70133,0,2.74939,0
SEC24D,0,0,0,0,0,0,0,0,0,0,10.0404,9.87104
SEC61A1,0,0,0,68.1682,0,0,0,83.0322,0,0,0,13.0136
SEC61B,515.794,484.971,330.232,700.505,381.04,578.987,507.691,585.577,88.442,242.209,274.157,170.147
SEC63,19.6491,10.8234,7.26481,7.6585,8.15444,7.94343,37.2065,3.27552,3.9156,2.4508,0,0
SEL1L,0,0,0,0,0,0,0,0,0,2.77868,0,0
