gene,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4
ENKUR,13.3524,0,43.9888,26.8531,0.300301,0.0781652,0.103805,3.20039,1.85011,0.0729444,0,0.170109
ENO2,0,0,0,0,0,0,38.6046,0,0,0,0,0
ENO4,0,0,0,0,0,0,0,0.340694,0,0,0,0
ENOPH1,0,0,0,0,0,0,0,0,0,3.31276,0,0
ENPP4,3.9039,5.99773,3.15314,3.93412,0.757209,3.60374,3.75886,2.15958,0.931228,0.503018,1.14576,0.396881
ENPP5,0,6.97692,0,0,0,6.12506,0,0,0,0,0,0
ENTPD4,5.42746,8.5389,0,6.06514,2.36744,5.74694,0,2.25699,3.74848,1.79202,4.41835,1.36709
EOMES,0,0,0,0,0,0,9.48448,0,0,0,0,0
EPAS1,37.4938,7.05139,7.4039,9.32037,18.4183,12.6963,44.0286,7.4974,2.25925,7.81667,8.71025,19.5615
EPB41L2,0,0,0,0,32.6239,25.1903,0,0,0,0,0,0
EPB41L4A,0,8.74895,5.13769,0,1.76003,0,0,0,0,0,0,2.53674
EPB41L4B,4.1682,12.2663,6.45436,6.65231,0.107932,3.1512,1.31286,4.0884,1.68193,1.699,3.97262,0
EPB41L5,5.81947,6.4007,5.25801,5.23638,1.8618,1.55902,1.78892,2.41228,3.77591,2.9741,8.56274,2.60501
EPB49,0,0,0,0,0,0,0,0,0,0,2.641,0
EPCAM,92.2617,177.52,114.244,151.513,0.365587,172.032,119.946,116.83,54.6448,66.1833,51.279,2.63984
EPDR1,20.7411,21.6355,17.0136,16.4303,16.7989,15.3523,32.8047,2.89219,0.865251,0.588828,4.91283,1.39036
EPGN,0,0,0,0,0,0,1.94871,0,0,0,0,0
EPHA2,19.3024,64.4649,0,46.0102,0,0,0,15.2011,0,0,0,0
EPHA6,0,0,0,0,0,0,0,0,0,1.72739,0,2.49908
EPHA7,0.0780247,0.0366264,0.0929676,0.0163106,1.55564,0.210298,0.521477,0.0157987,0.0395178,0.0602851,0.0172298,0.011656
EPHB1,0.29807,0.194975,0.0933646,0.0889333,4.40145,0.220364,0.368613,1.44285,0.0766849,0.517917,0,0.199109
EPHB2,3.0466,12.0354,2.32914,5.73233,2.07112,10.1146,9.60331,8.0109,3.49731,7.32891,5.95436,1.71787
EPHB4,0,0,0,0,0,0,0,0,0,0,8.56708,0
EPHX2,10.3871,10.1331,0,4.14927,31.6925,5.17371,0,3.74377,7.50588,0,5.74776,0
EPHX4,5.69433,13.6076,5.91599,16.2571,0.101633,0,3.74105,8.75228,0,0,0.547542,1.05125
EPN3,4.68789,12.1103,3.77533,5.23339,0.170112,2.79117,0.50574,6.59171,1.331,5.02241,0.996617,0.0952036
EPPK1,0,0,0,0,0,7.87943,0,0,0,0,0,0
EPS8,13.9607,17.176,17.7203,0,12.3164,10.197,20.3533,2.1879,4.33502,2.6614,3.08386,3.82434
EPS8L1,26.0535,52.4947,48.9815,0,2.20265,0,4.97833,45.9229,33.4631,46.4907,0,0
EPS8L2,31.3433,57.9531,37.2204,56.4273,6.99579,28.8413,13.2736,29.968,81.8554,19.4615,23.7943,4.31734
EPS8L3,0,0,2.7499,0,0,0,0,0,0,0,0,0
EPX,2.56264,1.78401,0.907116,1.7826,0,2.56338,0,0.0972106,0,0.133507,3.33969,0.089825
ERAL1,18.4813,18.1732,14.5075,20.4688,0,11.8489,24.1825,8.53328,7.55637,7.26944,10.936,5.85117
ERBB2,40.8799,61.2461,35.5043,69.3626,12.0422,28.6429,0,23.3963,17.5332,0,0,9.55829
ERBB3,24.5991,30.2709,29.2022,34.9433,2.33179,46.7519,3.76248,29.3166,0,51.7152,0,3.10444
ERBB4,2.39425,1.78561,2.30174,0.630062,0.0302769,0.174177,0.0186364,0.0300419,22.741,0.626001,6.56265,2.20808
ERC2,0.552761,0,0,0,0,0,0,0,0,0,0,0
ERGIC1,91.2867,122.536,75.8763,116.196,39.4911,79.1253,66.037,71.1132,15.8786,28.9244,22.2004,0
ERGIC3,220.443,239.411,167.85,211.672,109.979,134.763,209.502,91.627,0,0,154.812,21.9032
ERI1,3.27606,4.12605,3.22204,3.40285,1.25235,2.71853,5.92493,1.09273,2.37539,0,1.69682,1.69958
ERLEC1,7.41027,8.27039,11.243,7.36707,7.49479,6.3831,0,6.80395,18.2531,2.53598,4.68437,0
ERLIN1,14.2067,17.2982,11.0424,13.7002,3.90377,11.621,23.0717,7.72097,5.01803,2.16622,5.23519,1.48945
ERLIN2,12.6831,19.6824,8.19483,10.5171,5.41364,9.20655,10.7413,4.445,3.05389,1.81912,0,0.900515
ERMP1,8.37222,14.8903,10.2499,12.6938,1.04623,7.82641,12.1053,3.64074,0,6.67602,0,1.38297
ERO1L,13.3825,0,0,0,0,0,0,0,0,0,0,0
ERP27,65.8083,89.5775,88.8574,42.0642,0.310976,9.82389,0.782717,68.7816,19.0453,7.28184,0,0
ERP29,94.0936,87.0177,75.8611,98.9006,39.9353,86.5749,85.4218,50.6491,12.622,48.3652,0,14.4372
ERRFI1,0,0,0,42.546,0,0,0,0,0,0,0,0
ERV3-1;ZNF117,0,0,2.90365,0,0,0,0,0,0,0,0,0
ERVMER34-1,0,0.470929,0,0,0,0,0,0,0,0,0,0
ESCO2,0.366457,0.779339,0.0820007,0.525822,0,0.48755,2.34559,0.491074,0,0,0,0
ESD,87.8426,79.3457,50.8859,70.621,148.248,53.9628,81.8365,22.5731,11.6119,14.6798,26.8866,17.2615
ESPL1,0.508008,0.664487,0.127489,1.47129,0.046767,0.841918,0,3.0435,3.059,8.09172,5.75142,0.184006
ESR1,0,0,0,0,0,7.44075,0,0,0,0,0,0
ESR2,0.288057,0,1.03273,0.208852,0,0,0.125033,0,0.111046,0.14531,0.167217,0.204335
ESRRG,1.2712,2.91615,1.83863,1.17637,0.0930289,2.67195,0.0589302,0.287745,0.0326527,0.820357,0.224081,0.934697
ETFB,75.5988,75.2962,68.3664,108.494,109.095,65.0854,40.618,64.1127,12.6878,33.3466,24.7578,12.0481
ETHE1,0,66.606,0,0,0,31.7853,0,0,0,0,0,0
ETNK2,6.8937,9.32676,9.68955,8.14642,8.59951,8.62088,6.30791,5.79727,2.86311,1.94887,0,1.57205
ETS1,8.28383,8.92475,3.35851,4.51853,2.89478,11.3228,31.3796,2.57752,2.46736,0,5.33868,0
ETV1,2.0055,0,2.73119,3.08926,1.53221,3.46939,1.79016,1.85434,0.175967,0,0,1.78478
ETV4,36.7398,46.2418,30.0164,101.858,0.167946,31.1224,0,85.1012,0.721515,11.8488,3.41691,1.62587
ETV5,15.5797,16.4316,13.2477,16.6828,1.70899,13.7099,8.72695,22.4242,0.563599,2.38803,0,1.18374
EVA1A,11.4144,21.6335,29.5029,33.3159,0.443948,17.6036,10.4325,12.1307,0,2.5856,2.90007,1.64013
EVI5L,3.86799,4.0669,2.69952,5.28965,2.95245,6.38022,4.11608,4.18689,0.546195,1.3446,1.92154,0.866198
EVPL,7.98648,12.3519,15.4085,19.0053,0.393893,7.94406,3.53987,16.3474,13.3693,14.9227,1.52847,0.704308
EXD2,5.17804,6.36335,0,5.00156,0,2.32389,8.47231,2.38985,1.97182,2.43001,3.84253,0
EXOC6,4.75643,7.61791,3.65996,8.76188,1.27189,3.17204,4.80063,2.97599,1.71707,1.89462,2.44951,1.4093
EXOSC10,0,0,0,0,0,13.762,11.565,0,0,0,0,0
EXOSC6,0,0,0,0,0,0,0,0,0,3.20528,0,0
EXPH5,1.05801,2.24378,1.05349,1.07204,0.214074,1.77227,0.77152,1.90474,0.416325,1.22873,1.17654,0.343815
EXTL2,0,0,0,0,0,0,0,2.88223,0,0,0,0
EXTL3,14.0522,0,9.41714,7.46849,8.50609,10.7219,6.23296,5.53402,0.954335,1.93236,3.17402,1.81442
EYA2,34.811,71.7222,0,45.4695,1.47039,74.6538,0.635807,12.1404,39.0485,0,0,8.12555
EZH1,7.371,0,9.40462,8.34515,15.8909,5.72308,4.02984,5.81665,5.60745,4.09073,4.49852,3.25716
EZH2,0,0,0,0,0,4.74653,0,0,0,0,0,0
EZR,164.08,444.446,235.013,296.264,15.4172,78.1909,92.2138,44.701,21.6085,50.1246,25.2809,22.6253
F10,3.72849,1.51461,2.80301,0.318843,28.1245,8.68472,0.202588,0.25865,0.334535,0.245911,0.707495,0.289379
F11R,36.5534,0,34.4003,36.9843,5.03739,18.8636,38.467,0,21.9465,0,18.9144,7.28513
F12,0.187082,0.44517,0.109274,0.981255,0,1.22308,4.97948,0,0.0693575,0.201239,0,0.0569223
F13A1,44.4574,23.5896,11.5275,1.74379,6.46386,27.1309,13.24,3.9979,0.732429,0,9.15614,5.19769
F13B,0,0,0,0,0,0,0.0118373,0,0.0136205,0,0.955415,0.110503
F2R,12.3359,7.67381,2.6476,3.38053,0.92411,22.079,13.0182,2.37877,1.10702,4.50175,0,1.46485
F3,6.4874,29.8198,6.2323,7.23612,5.80753,14.1641,53.0524,6.60057,3.15715,13.1892,10.2402,6.92136
FA2H,0.668009,3.50941,1.49689,4.43682,0.168125,0.869928,0.326857,0,0,0.418147,0.112731,0
FAAH2,0,0,0,0,0,3.33974,0,0,0,0,0,0
FABP1,0,0,0,0,1.00618,0,0,0,0,0,0,0
FABP4,26.4171,1.02247,0.919328,0,37.9032,2.05488,4.10189,0.100949,0.0601256,10.3906,163.717,7.50894
FADD,11.8392,19.7681,9.70332,20.4095,8.7808,13.9351,12.496,11.8683,3.03011,5.15218,4.90364,1.59382
FAIM,28.4983,59.1262,44.6009,38.0269,7.13894,14.0608,22.7497,22.1904,0,5.08798,13.102,5.93848
FAIM2,0.851404,0.550393,0.377716,0.189508,10.8607,1.70413,0.0677561,3.46596,0.0208615,0.067938,0.0389743,0
FAM101A;ZNF664;ZNF664-FAM101A,35.9583,0,0,0,0,0,0,0,0,0,0,0
FAM105A,0,0,0,0,0,0,3.5598,0,0,0,0,0
FAM105B,1.53269,1.41595,0.929463,1.25331,0.569357,1.88661,4.04848,0,0.728236,1.99664,0,0
FAM107A,7.42669,8.39241,2.07261,3.75066,1.34662,7.25229,0.572901,18.1228,0.216596,3.62083,0,2.43268
FAM107B,0,41.056,0,0,0,19.618,0,0,0,0,0,0
FAM108B1,3.93748,6.15714,4.06013,3.837,1.32879,2.91851,4.32641,2.44257,0.635113,1.59407,1.44855,0.358483
FAM108C1,0,21.8441,11.7353,35.321,1.26261,18.9428,8.79484,12.2569,0.885721,10.4552,2.58962,0
FAM109B,5.13279,4.77342,2.73033,5.29206,7.70573,7.79692,8.52409,4.58375,1.53988,1.90727,3.05762,2.15266
FAM110C,0,0,0,0,0,0,0,5.45745,0,0,0,0
FAM111B,0.657986,1.99924,0,1.1362,0.0196745,1.30058,4.92952,4.18368,0.606818,0.621109,1.21373,0.301616
FAM115A,0,0,0,0,0,0,0,0,2.35195,0,0,0
FAM115C,0,0,0,0,0,0,2.38248,0,0,0,0,0
FAM117A,4.99137,3.04226,3.48671,2.90044,17.0752,4.98144,8.57366,3.37241,3.061,2.84596,3.51166,0
FAM117B,3.51455,4.24149,3.21759,3.51426,0.993886,2.41655,1.72123,2.57134,2.53348,1.62906,2.00993,0
FAM118A,0,3.85926,9.63131,5.22391,19.5545,7.63318,0,6.25678,0,4.77951,0,0
FAM120B,0,0,0,0,0,0,0,0,0,0,0,1.52807
FAM122A,0.610179,0.270077,0.203083,0,0.365917,0.113454,2.12992,0.0199578,0.0636495,0.0732853,0.837305,1.46731
FAM124B,0,0,0,0,0,0,0.665639,0,0,0,0,0
FAM127A,0,51.128,39.3261,50.7701,136.886,126.493,43.8746,69.5275,60.5083,27.3553,49.0613,32.4806
FAM129A,18.3569,1.34373,0.683628,0.884114,29.1431,6.59821,26.4218,1.40752,0.412144,0,1.83086,3.60369
FAM129B,64.9706,150.278,58.2987,150.032,16.3131,141.814,32.3085,59.4802,16.8717,25.9662,14.8205,8.46088
FAM131B,0.646105,0,0.431863,0.460421,0.282843,0.387494,0.241933,0.726183,0.0447147,0.0809797,0.144043,0.157286
FAM134A,16.3329,18.3805,0,12.6981,10.2556,0,13.6114,22.4732,1.86814,13.3972,7.70286,2.26976
FAM150A,3.44111,3.37393,2.91403,12.5602,0,0.256701,0.1268,0,0,0.853241,0,0.105187
FAM150B,9.37197,16.08,54.819,34.9669,27.5687,10.9774,0.354792,0.433132,0.856875,0.154459,1.09088,2.03974
FAM154B,5.15249,0,10.5954,0,0.266895,0.117119,0.383387,0.387782,0.407971,0.565683,2.24197,0.16073
FAM155B,0.580568,0.484121,0.245671,2.29034,0,1.94365,1.43689,2.86932,0.0125049,0.0816489,0.12679,0.0874923
FAM159A,0,0,0,0,0,0,0,0,0,0,1.28112,0
FAM160B1,4.7367,4.63472,4.35739,4.67749,3.34118,4.13861,6.51051,3.11457,4.77931,2.40903,2.89003,1.50578
FAM168B,0,0,0,0,0,0,0,0,0,5.30045,0,2.65173
FAM171A1,14.6908,12.9282,0,0,3.50155,10.1934,0,0,0,0,8.87791,1.82253
FAM173B,3.64313,4.01393,3.27068,3.96621,0,3.0064,4.23413,0,0.861934,1.14874,2.87377,0.46595
FAM174A,24.2282,44.3681,49.8991,32.3025,6.39064,11.667,23.3965,8.43321,7.78965,3.00283,5.94739,0
FAM174B,0,0,0,0,0,6.47518,0,0,0,0,0,0
FAM177A1,0,0,0,0,0,0,0,0,0,0,5.28707,0
FAM179A,5.24977,8.65552,23.705,4.13069,0.485981,0.683514,0.92552,0.330476,3.39348,0.142244,0,0
FAM183A,0,0,0,0,0,0,0,0,17.0706,0,0,0
FAM188B;INMT;INMT-FAM188B,35.9957,14.4959,0,0,30.303,7.33394,6.7346,0,2.60194,2.0987,0,1.53031
FAM189A2,12.0332,4.18253,5.63305,0,0,3.6918,1.43133,0,0.153946,0.811337,0.495687,4.5635
FAM195B,42.4516,39.3818,30.641,39.9419,90.2237,0,22.7915,59.5268,10.9814,21.3559,17.8928,16.5264
FAM198B,0,0,0,0,0,0,0,0,0,2.27661,0,0
FAM199X,4.42713,5.6736,3.01669,3.61648,1.97521,3.94917,3.87397,3.49559,3.03775,1.70423,3.42776,1.21708
FAM19A3,0,0,0,0,0,0,0,0,0.441637,0,0,0
FAM200A,2.38257,3.02522,2.27497,3.90117,1.71884,2.38074,3.15887,1.69747,1.91861,0.557672,1.77376,0.243669
FAM201A,2.76876,0,6.87508,5.78891,0,1.84947,1.63399,0,1.24512,0.109028,0.423729,0.671142
FAM206A,0,0,0,0,0,0,0,0,3.51819,0,0,0
FAM20B,0,0,0,0,0,0,0,4.56012,0,0,0,0
FAM210A,0,2.73743,1.43108,2.05424,1.43071,2.96344,5.2848,1.65005,0,1.97824,0,0.604167
FAM210B,22.9469,45.8622,32.9624,28.9562,29.3513,26.0365,18.0788,25.2179,14.4526,11.7496,15.2618,9.1303
FAM213A,0,0,0,67.5304,0,42.2202,0,0,0,0,0,0
FAM216B,0,33.4636,0,0,0,0,0,0,0,0,2.57203,0
FAM220A,6.23852,7.44294,4.78531,8.63412,6.31553,9.40215,16.0813,6.01799,1.79129,1.89177,3.84902,2.13768
FAM221A,0,0,0,0,0,0,4.64975,0,0,0,0,0
FAM227A,0,0,4.56054,0,0,0,0.385648,0,0,0,0,0
FAM26F,5.74202,4.54713,5.02811,4.47011,1.17237,0,25.0701,4.49637,2.46347,2.95927,3.41162,2.07603
FAM32A,43.4653,52.591,27.5899,38.0543,32.2739,51.0324,36.3286,39.3354,14.2032,17.2611,23.9325,7.29523
FAM3B,1.5942,0.628032,0.138942,0.520373,0,1.29267,0.278585,21.3765,4.31807,3.08764,0.79139,0.0301394
FAM3C,9.51567,29.9861,18.4243,37.0491,3.07432,23.5977,15.4182,19.4217,3.8026,0,11.046,0
FAM46A,0,2.13292,0,0.901077,7.23957,7.72446,0,1.82121,0,0,2.09873,0
FAM46C,3.50851,2.58586,1.75557,1.64652,2.7289,3.11065,15.9848,1.03012,1.08918,0.922747,1.065,0.596912
FAM47E;FAM47E-STBD1;STBD1,19.6265,24.8846,12.6944,12.8432,4.38402,6.80268,11.192,5.90083,0,1.04877,2.06269,0.661522
FAM49A,1.63876,2.88984,0.784487,0.459492,4.61939,3.56992,3.8999,0,0,0,0.937925,0
FAM49B,0,21.0432,0,0,0,0,0,14.4656,0,0,0,0
FAM50B,0,11.1234,7.88851,11.5292,14.5248,0,5.99794,0.734931,1.27592,3.81808,1.43871,1.12139
FAM53B,0,0,0,0,0,0,0,0,0,0,0,1.46617
FAM57A,0,0,0,0,0,0,0,3.71796,0,0,0,0
FAM60A,0,0,0,0,0,6.24968,0,0,0,0,0,0
FAM64A,1.7125,1.52364,0.0475419,1.17088,0,1.02091,6.16393,1.75103,1.57753,0,2.08843,0.444442
FAM65A,10.5266,15.0906,7.92709,0,14.2855,18.7085,9.49564,11.4934,0,4.78961,0,9.99097
FAM65C,0,0,0,0,0,0,0,0,0,3.3246,0,0
FAM81A,0.960424,1.81266,2.35315,2.16133,0.275493,0.267765,0.501782,0.436208,0.0912778,1.08759,0.15336,0.123687
FAM81B,10.0934,31.2693,28.8803,9.8413,0.502046,0,0.0379805,3.17595,1.75445,0.0526242,1.86828,0.414346
FAM83A,0,0,0,0,0,0,0,3.8639,0,0,0,0
FAM83B,0.951789,1.2925,0.620717,0.497873,0,0.0854023,2.32101,0.360543,3.04149,0.438811,0.134013,0.76674
FAM83D,19.5423,2.63491,0.307238,2.22745,0.272457,2.42335,16.1595,6.68633,1.62996,8.09764,0,0.023197
FAM83F,0.706197,2.2208,1.41775,3.04067,0,2.07694,0,0,0.152328,0.0681962,0.089064,0
FAM83H,11.0994,24.3749,0,25.2162,0.130162,0,9.05204,20.5529,34.1786,23.7856,0,1.07935
FAM83H;MIR4664,0,0,12.5152,0,0,0,0,0,0,0,0,0
FAM84A,0.322054,1.28168,1.04449,0.0209357,1.8181,2.53177,1.59753,0.156533,0.578798,0.166127,0.781259,0.242023
FAM84B,11.462,20.3835,0,17.5729,1.26105,21.7777,6.8099,11.213,8.99233,0,0,0.453944
FAM8A1,0,0,0,0,0,0,0,0,3.96505,0,0,0
FAM90A1,0.709883,0,0,0,0,0,0,0,0,0,0,0
FAM91A1,0,0,0,0,0,13.0181,0,0,0,0,0,0
FAM92B,0,0,0,0,0.141398,0,0.331078,0.397942,0.478562,0.023263,1.12378,0.192873
FAM96A,33.0888,42.7675,27.4267,43.929,12.8654,39.2557,88.5387,27.3295,16.1727,25.6862,13.4439,19.4595
FAM96B,52.9229,94.0002,70.1926,0,75.4742,80.4404,67.6238,86.3733,18.1304,0,28.7278,26.1816
FAM98A,13.7959,17.1657,0,9.67144,5.21265,15.7383,23.4798,7.29085,0,5.51072,7.35605,0
FANCF,0,7.62354,0,7.0547,0.987996,0,0,2.71892,3.07219,0.775404,0,0.560846
FANK1,0,0,57.8742,0,0,0,0,0,0,0,0,2.75207
FAP,0,0,0,0,0,10.2932,0,0,0,0,0,42.8881
FARP1,24.183,33.8253,20.7963,19.2112,10.3395,0,20.3821,0,6.90363,0,0,0
FASLG,0.672652,0,0.304689,0,0,0.874224,0,0.0348339,0,0.302798,0.411519,0.152607
FASN,7.66875,17.5699,5.72665,10.027,2.14838,5.09711,7.6604,19.9171,2.09516,6.98114,6.87402,0
FAT1,0,0,24.1967,0,0,0,0,0,0,0,0,0
FAT2,2.34691,3.87173,6.33396,1.7376,0.00350149,5.0611,0.0223401,13.2992,3.0775,4.10512,1.61229,1.64542
FBLIM1,0,0,0,0,0,0,17.7292,0,0,0,0,0
FBLN1,221.468,163.067,166.942,275.45,0,85.921,46.5036,30.0162,0.355598,0,27.2519,0
FBLN5,0,0,0,7.10835,49.2283,23.2922,6.70625,21.8692,0,6.46929,0,23.237
FBLN7,2.29945,0,0,0.176339,3.65131,1.25274,0,0,0,0.363401,0.36461,0.95638
FBN1,18.3793,2.97182,1.53823,0.168976,7.48967,8.54465,12.6337,1.86584,0.188598,0,13.2535,0
FBP1,3.14806,5.60609,1.491,3.58671,2.45954,12.9554,52.8939,17.5466,0,0,0,0
FBXL16,0,2.14022,0,0,0,10.8438,5.2105,9.66753,0,0.130779,0,0.0945596
FBXL17,0,0,0,0,0,0,0,0,0,0,2.22386,0
FBXL21,0,0,0,2.05583,0,0,0,0,0,0,0,0
FBXO17,5.89917,2.52937,6.98743,1.25732,27.7228,7.24077,1.59031,4.5255,8.75361,2.52126,4.71403,5.65238
FBXO28,0,0,0,0,0,4.75679,0,0,0,0,0,0
FBXO3,0,0,0,0,0,0,0,0,0,0,0,1.14171
FBXO31,0,0,0,0,0,9.56852,0,0,0,0,0,0
FBXO32,0,10.224,0,0,0,0,0,0,0,0,0,0
FBXO41,1.20162,1.92212,0,0.488528,0.222749,3.33642,2.09844,2.50635,1.53693,0.886125,1.77248,0.911769
FBXO43,0.138404,0.193349,0.128412,0.0530454,0,0.0942928,0.273823,0.251826,0.547979,0.7403,0.319276,0
FBXO45,1.76828,2.32982,1.0552,2.00037,1.49166,1.92354,6.08756,2.23012,0.514005,1.43572,1.64664,0
FBXO5,2.39548,3.40122,1.02632,1.9208,1.34796,2.4237,8.60445,1.63828,0.795592,1.84405,1.99084,0.392141
FBXO6,6.08867,8.0525,9.04117,10.2553,2.85673,5.60505,9.33756,1.42121,0,2.88369,2.32683,0.801255
FBXO7,0,0,0,0,0,0,0,0,0,0,0,11.5338
FBXW11,15.5599,17.8659,9.67522,10.5379,5.81958,7.47405,8.88009,6.30861,0,4.85617,3.59074,0
FBXW2,5.19793,6.00169,2.98198,3.7424,3.1948,4.71743,5.73041,2.33351,1.21199,1.83881,0,2.03498
FBXW5,0,0,0,0,0,0,0,49.8583,0,0,0,0
FCAR,0,0,0,0,0,1.99088,0,0,0,0,0,0
FCER1A,8.29875,0.793267,2.89236,14.7869,1.30645,2.02623,0.338274,0.566376,0,0.280494,0.676235,1.09956
FCER1G,0,93.3432,0,0,0,0,817.069,0,0,0,0,0
FCGBP,30.8472,9.95973,0,34.1539,0,0,0,24.7251,9.90414,0,0,0
FCGR2A,11.9857,6.60508,5.24952,1.3423,1.08701,30.7305,0,0,3.26374,3.6651,0,0
FCGR2B,3.23286,2.36619,1.04234,0.548769,0.179179,14.6192,8.03925,0.417429,2.23192,2.51047,0,0
FCGR3A;FCGR3B,18.1023,0,0,0,0,78.7554,0,0,0,11.7744,0,0
FCHO1,14.5806,17.5282,5.97382,21.9924,0.412504,12.7126,11.731,12.1359,6.37637,3.17011,2.8315,4.4734
FCN3,0.305788,0.130708,0.838636,0.327733,0,1.75154,1.00184,0.389899,0.239885,0.191189,0.710575,0.0750368
FCRL3,0,0,0,0,0,0,1.66918,0,0,0,0,0
FDCSP,12.612,0,0,0,0,0,27.4045,0,1.86137,3.38271,1.25106,0
FDPS;RUSC1,0,0,0,0,0,0,0,0,8.10016,0,0,0
FDXR,0,0,0,0,0,13.2495,0,0,0,0,0,0
FECH,0,0,0,0,0,0,0,1.31351,0,0,0,0
FEM1A,0,9.48264,4.6349,8.75934,3.43172,9.5158,8.72539,3.74528,1.25542,2.7982,3.55412,1.23581
FEN1,0,8.61427,3.11172,7.90964,2.3946,7.33578,19.9984,17.501,1.73556,0,3.47499,0.803993
FERMT1,1.04324,3.88019,0.745206,1.53856,1.26759,1.10028,6.41337,0.475257,0.0595507,0.229403,0,1.75639
FERMT2,29.5298,7.96884,6.39107,2.67151,33.1228,15.7163,19.8424,0,5.61578,10.126,13.6158,0
FEZ1,11.792,4.06439,6.46396,1.34097,12.2475,7.39789,3.21743,0.871647,0.258688,1.44154,1.51726,5.37964
FFAR4,1.19462,0.186715,0.661708,0.6718,0,0.926584,0.49245,0.426862,0.167904,0.207455,0.220948,0.436075
FGD3,3.43874,1.43001,2.88092,1.26433,3.49727,5.60189,5.68571,3.42094,1.07206,1.95216,1.99875,0
FGD4,1.91048,0,0,0,0,0,0,0,0,0,0,0
FGF10,4.56177,0,0.352704,0,4.89682,0,0,0,0,1.09606,0,0
FGF11,1.26107,1.33331,0.81626,0.641573,0.212584,7.76582,1.67166,0,0.0876903,0.271355,1.03273,0.793178
FGF16,4.23659,0,0,0,8.45652,0,0,0,0,3.58761,0,0
FGF18,12.8863,22.6369,21.1783,31.4099,0.389142,4.85281,0.620935,0,0.374996,0,0,3.55722
FGF5,0,0.00956269,0.00292581,0.00292743,0,0.0141482,2.00087,0.0123004,0.0265124,0.105718,0.0331974,0
FGFBP1,1.38342,18.4946,18.604,8.35328,0.13323,7.19023,1.78736,0.83061,0,0,0.0556594,0.868216
FGFR1,0,10.751,0,0,0,0,0,8.51437,0,0,0,0
FGFR1OP,0,0,0,8.98929,0,0,0,0,0,0,0,0
FGFR2,14.5129,16.4445,10.531,15.4897,3.78051,7.08482,4.34063,9.11561,0,0,0,3.54502
FGFR3,1.96274,10.8486,4.30426,4.58524,0.0747941,0.829201,0.481033,1.67324,0,0.423854,0.785855,0.253776
FGGY,0,0,0,0,0,0,0,0,7.03273,0,0,0
FHAD1,0,0,0,0,0,0,0,0,2.18212,0,0,0
FHDC1,1.03875,1.98003,0.669101,1.2131,0.246714,2.45608,1.85719,2.73037,1.7864,0.769895,1.08482,1.27512
FHL1,112.408,4.23519,2.6918,0.773968,237.699,6.01835,4.81027,2.48643,3.35335,2.02547,7.5797,0
FHL2,94.0224,154.147,118.383,43.164,29.3262,154.65,64.2093,38.2462,0,30.5251,13.6596,9.49983
FHL3,12.6045,12.4832,10.1846,7.73731,37.6448,0,19.5174,10.9585,2.49394,5.55404,11.2371,9.17652
FHL5,0,0,0,0,4.70177,0,0,0,0,0,0,0
FIG4,7.50892,9.87486,0,7.30268,11.1882,4.75831,6.61275,2.98102,6.2954,3.15893,6.5816,8.9438
FIGF;PIR;PIR-FIGF,12.0155,13.1982,13.49,13.4009,10.7858,6.85399,7.36975,6.86871,1.28338,3.19705,1.53124,1.57746
FIGNL1,2.54283,0,1.92136,2.95803,0.951098,2.49154,3.75583,3.12361,1.35089,0.784511,2.11378,0.302833
FILIP1,0,0,0,8.20009,0,0,1.0483,7.31159,2.06994,0.785302,2.14739,2.16171
FIS1,167.115,177.543,117.712,282.692,298.305,178.632,110.809,155.913,34.7154,47.4891,61.0652,24.8588
FJX1,12.4464,16.454,0,28.8572,2.32819,16.9814,8.84514,9.64094,1.91735,3.5813,0,2.26293
FKBP8,0,95.264,0,0,0,0,0,0,0,0,0,0
FKBP9,0,0,0,0,0,0,0,0,0,0,8.30553,0
FKBP9L,1.29556,2.43076,1.32008,2.01072,0.324428,0.991788,0.0865206,0.983289,0.0545315,0.33834,0.159654,0.235096
FLG,1.03492,21.5526,0,0,0.0418668,0.137744,0.00771256,0.0458415,0.0124568,0.0922441,0.0568827,0.812464
FLJ16171,0,0,0,0,0,0,0,0.0290919,0,0.36208,0.05466,0
FLJ22447,0,0,0,0,0,0,31.8383,0,0,0,0,0
FLJ23867;QSOX1,63.2972,108.445,35.0309,0,9.32896,0,83.8905,0,0,0,0,6.81663
FLJ39080,0,0,0,0,0,0,0.0131637,0,0,0,0.89474,0.912331
FLJ40288,0,0,0,0,0,0,0,0.0685352,0,0.180918,0.0401482,0
FLJ41200,0.623177,0.0653913,0.0313294,0,0,0.129455,0,0.112965,0.353267,0.718695,0.585255,0.308079
FLJ42351,0,0.249742,0.253106,0,0,1.85744,0,0,0.725904,2.45907,2.22857,0.215834
FLJ44635,28.5414,11.47,12.5051,5.78314,3.34194,2.65814,12.0496,0.699058,1.78627,4.03868,2.90756,2.1363
FLNA,0,0,0,0,0,0,0,0,0,103.161,0,60.7018
FLNB,21.0153,55.2099,28.9351,58.7856,20.0895,36.6056,19.8931,15.9005,23.7298,20.2497,7.9798,11.3389
FLOT1,0,0,0,0,0,0,0,0,0,0,31.8721,0
